Car_Make,Car_Model,Year,Kms_Driven,Engine_Oil_Change,Brake_Pad_Change,Transmission_Fluid_Change,Tire_Rotation,Spark_Plug_Change,Maintenance_Required
Suzuki,Amaze,2012,208236,11475,151968,150143,147813,102077,Absence
Volkswagen,Carnival,2019,51681,9256,24625,35546,32331,100366,Presence
Mahindra,Creta,2021,297198,109607,153000,143264,92172,116189,Absence
Nissan,Carnival,2021,23220,12636,34671,50224,15533,19832,Presence
Tata,Creta,2023,3000,11106,19314,62039,54536,21445,Presence
Mahindra,Polo,2019,30511,10665,17890,16607,33143,30945,Absence
Maruti,Carnival,2019,6911,13187,19409,25323,28504,18717,Presence
Volvo,Polo,2020,3000,11604,39254,46670,29854,34108,Presence
Hyundai,Alto,2021,3000,11953,27962,37389,23285,10000,Presence
Hyundai,Polo,2016,12580,10096,37554,24316,24967,39075,Presence
Maruti,Amaze,2014,141224,151000,131867,118994,118345,110551,Presence
Honda,Polo,2017,3000,8741,29327,49702,21111,39247,Presence
Honda,City,2023,186721,151000,78167,139077,68073,32993,Presence
MarutiSuzuki,i20Active,2020,18227,7144,24551,27559,25046,23490,Absence
Maruti,Carnival,2012,23056,8952,18363,31739,19499,84351,Presence
Volvo,Carnival,2013,12984,8253,64055,43815,19286,102830,Presence
Maruti,Carnival,2020,22755,11535,33597,56680,36322,34647,Presence
Mahindra,Duster,2023,11238,10747,54221,23184,9088,61892,Absence
Toyota,EcoSport,2023,255532,89517,36708,166663,161502,84378,Absence
MarutiSuzuki,Carnival,2015,127564,151000,126338,100473,137245,18333,Absence
Maruti,Endeavour,2020,21919,9244,40924,53940,38727,90237,Presence
Mahindra,EtiosLiva,2019,18635,14453,17101,51663,25939,27297,Presence
Tata,Amaze,2012,11709,10911,129006,97252,21128,103614,Presence
Lexus,Creta,2021,26210,99365,97461,60405,47364,74565,Absence
Maruti,i20Active,2021,13309,11862,34223,53902,31572,30412,Presence
Honda,CorollaAltis,2022,23813,11891,31610,93661,24216,49473,Presence
Mahindra,WR-V,2022,104795,151000,97961,138480,84343,88243,Presence
Hyundai,Fortuner,2020,36085,10806,25433,82843,22725,17657,Absence
Maruti,NaAbsence,2022,20109,9402,14433,21739,72055,76759,Absence
Ford,Carnival,2020,122212,132700,133161,30212,184391,236360,Presence
Honda,Carnival,2019,237329,10328,23584,107729,23113,92667,Presence
Tata,Polo,2019,7821,8516,25857,16578,23652,10000,Presence
Tata,EtiosLiva,2020,40156,27934,23328,31729,19517,14790,Presence
Volkswagen,i20,2020,48324,69511,22285,113217,18143,95629,Presence
Tata,Harrier,2019,3000,8066,35096,19667,16683,24041,Presence
Mahindra,Carnival,2020,11433,10818,32839,18845,32460,27874,Presence
Honda,WR-V,2023,43469,10340,30431,58013,27449,101265,Presence
MarutiSuzuki,Harrier,2017,20986,19566,15277,93681,19141,35189,Presence
Nissan,Polo,2022,3000,30164,26488,23517,25252,35851,Presence
Maruti,Venue,2023,144073,151000,153000,179515,189503,64791,Presence
Maruti,A4,2021,9517,11232,40259,43902,25477,31137,Absence
MarutiSuzuki,Carnival,2020,16554,13474,18007,97411,29405,22867,Presence
Hyundai,Amaze,2023,217454,151000,91136,138831,179271,102163,Absence
Mahindra,Carnival,2016,38031,8541,15680,26773,32237,29355,Absence
Toyota,Carnival,2011,158373,9721,63222,130899,110017,84831,Presence
Maruti,Creta,2017,31472,9292,25315,52193,29512,24601,Presence
Maruti,Polo,2020,17155,10583,30589,90706,18899,33783,Presence
Maruti,Carnival,2017,3000,11775,42237,49519,19027,70672,Presence
Volkswagen,Triber,2023,38771,9166,88699,41081,26997,69469,Absence
Tata,Venue,2013,3000,151000,135742,149883,144755,97609,Presence
Maruti,Polo,2020,3000,10083,20568,11330,23272,34210,Presence
MG,Creta,2023,23654,12210,27618,25674,29399,27962,Presence
Maruti,Carnival,2021,47322,11118,25784,29808,23810,28852,Absence
Tata,EtiosLiva,2019,7329,11380,20690,20464,18431,10000,Presence
Mahindra,Carnival,2016,27650,10747,17203,28451,18960,92802,Absence
Toyota,Carnival,2021,22945,11458,25563,36925,18892,15238,Presence
Honda,Venue,2023,209468,11201,65917,104074,33242,85218,Presence
Maruti,Carnival,2015,131265,81837,77158,139103,185496,120665,Presence
,Carnival,2016,249303,12168,29402,156515,27451,81153,Absence
Maruti,Venue,2014,166848,151000,141771,183808,165432,85295,Presence
Maruti,Creta,2020,20323,11303,22016,20850,22137,47781,Presence
Skoda,Carnival,2013,266959,100665,118326,135801,139576,64422,Presence
Mahindra,Carnival,2023,45430,8704,28703,22985,21488,17979,Absence
Ford,Creta,2020,282508,151000,22458,101813,34707,61526,Presence
Maruti,Carnival,2021,14467,11542,28273,33004,29126,16429,Absence
Tata,Hexa,2021,3000,13703,12808,38169,27211,28601,Absence
Honda,Amaze,2023,28646,151000,34960,93476,44813,125275,Presence
Volkswagen,Polo,2023,13824,11751,22594,52972,21948,16877,Presence
Maruti,Carnival,2023,29758,29605,29716,28537,23382,25512,Absence
MG,i20Active,2021,5814,24898,21002,81907,29351,24423,Absence
Maruti,EtiosLiva,2019,16760,12085,18540,22146,30469,24552,Presence
Mahindra,Carnival,2019,22462,12272,124821,49669,33042,73534,Absence
Tata,Harrier,2020,26512,11083,26005,27911,21759,111554,Presence
Mahindra,Hexa,2020,7982,12126,32466,52329,20805,30975,Presence
Toyota,Hector,2023,196429,90936,140535,159041,178978,113163,Presence
Tata,EtiosLiva,2021,15486,23349,27959,23258,14359,11615,Presence
Ford,Alto,2012,4668,10507,73935,51807,17937,24483,Presence
Maruti,BaleAbsence,2018,14806,11447,56840,33091,22910,13052,Absence
Tata,i20Active,2019,21570,10417,25639,135361,12822,34153,Presence
Tata,NaAbsence,2022,27069,13363,113678,31255,34322,20428,Presence
Renault,488GTB,2020,25186,11484,18027,25355,34939,43664,Presence
Maruti,Sonnet,2020,3000,22513,33860,47825,19405,18843,Presence
Tata,i20Active,2018,8918,12159,17772,24914,18427,15720,Absence
Tata,Harrier,2018,5871,10753,23226,91421,21984,52190,Presence
,Creta,2021,35806,9554,66964,98479,16173,98790,Absence
Lexus,Fiesta,2019,18555,11316,34182,22840,14351,27763,Absence
Hyundai,EtiosLiva,2018,13477,11624,24468,92623,21121,23330,Absence
Maruti,KUV100NXT,2020,21363,12345,32155,41016,32879,34457,Presence
Mahindra,WR-V,2020,5219,24662,15749,28099,20661,26474,Presence
Tata,Compass,2019,32099,10623,16663,28498,31388,15218,Presence
Maruti,XE,2020,13746,9309,35035,48839,32509,17887,Presence
Maruti,488GTB,2020,8618,11113,31875,43643,31750,28599,Presence
Maruti,Carnival,2020,22254,93401,56338,95573,140065,28685,Absence
Tata,Aspire,2019,32980,12393,28819,44575,13256,25731,Presence
Maruti,EtiosLiva,2020,25432,13209,23536,53324,21076,28937,Presence
Maruti,Creta,2012,47918,6115,17285,81663,11875,66828,Absence
Mahindra,Carnival,2020,18485,10364,36053,64078,20754,27700,Presence
Ford,Amaze,2023,187905,151000,144530,188144,132841,95832,Presence
Honda,Creta,2019,21459,8671,25348,106047,83091,130819,Presence
Hyundai,Yaris,2012,21545,59497,54172,51498,15856,121280,Absence
Hyundai,Carnival,2022,208653,84109,149573,132274,158511,98427,Presence
Maruti,Carnival,2015,35078,12741,18179,26362,30372,19839,Absence
Maruti,Creta,2023,166042,69285,47232,167521,136036,65625,Presence
Hyundai,EtiosLiva,2021,7452,14403,25100,50351,20271,24263,Presence
Maruti,Carnival,2019,17146,12761,60418,92634,17405,18069,Presence
Tata,488GTB,2019,3000,8070,28581,52900,22571,17585,Presence
Honda,Creta,2022,167137,98341,131895,165260,132810,105771,Presence
Hyundai,EtiosLiva,2021,19822,9920,26051,48423,25337,32375,Absence
Toyota,A4,2021,21606,12484,22412,55605,28160,13165,Presence
Tata,WR-V,2019,33474,151000,118798,108082,14914,69864,Presence
Nissan,Creta,2023,138675,138369,24759,94439,99282,55515,Absence
Nissan,Triber,2018,32711,13651,16936,23110,57324,103376,Absence
Hyundai,Sonnet,2021,124124,88297,61669,76008,18761,84935,Absence
Maruti,Triber,2013,3000,10557,16139,30633,16888,15255,Presence
Toyota,Carnival,2018,22554,10697,17055,36882,22523,80101,Presence
Ford,Amaze,2017,12952,8322,26871,150437,20562,15291,Absence
Maruti,NaAbsence,2020,3000,23275,22425,25738,25499,25605,Presence
Fiat,Amaze,2023,206404,114977,97486,187608,154493,93449,Absence
Toyota,i20Active,2022,25794,7046,26963,26949,24745,38739,Presence
Kia,WR-V,2020,3000,10938,17509,52043,24162,34643,Presence
MarutiSuzuki,Harrier,2022,64779,151000,110215,179582,132773,97306,Presence
Tata,InAbsenceva,2012,21661,29330,29354,23006,22288,173783,Presence
Toyota,Ertiga,2020,10521,7413,20621,55137,19159,82822,Presence
Honda,NaAbsence,2012,31039,14450,95824,55250,147341,114606,Presence
Tata,Carnival,2021,30901,13384,26180,141815,17898,11750,Presence
Tata,Venue,2016,149840,96120,28441,157615,145251,61311,Presence
Maruti,i20Active,2021,3000,12623,32488,34211,37197,38587,Absence
Volkswagen,Polo,2021,18379,11917,28169,34614,24538,36091,Presence
Volkswagen,Carnival,2019,23191,8387,62067,98318,25755,24651,Presence
MarutiSuzuki,WagonR,2013,105086,12496,118934,65323,104145,68579,Presence
MarutiSuzuki,NaAbsence,2018,42889,78894,12898,166325,102064,63585,Presence
,Triber,2014,43929,7744,25304,30275,22684,23259,Presence
MarutiSuzuki,EtiosLiva,2022,3000,10097,34259,50990,21965,20372,Presence
Hyundai,EtiosLiva,2016,33526,9903,33925,27092,27863,30253,Absence
Tata,EtiosLiva,2021,39178,11390,31923,42921,21810,33338,Presence
Nissan,Carnival,2022,22103,10601,26125,51368,116932,15923,Absence
Toyota,Carnival,2016,34141,9142,19498,26862,25639,25826,Presence
Toyota,EtiosLiva,2020,31416,9349,25727,26867,18267,18315,Presence
Mahindra,Hector,2014,17049,87330,111037,124981,30069,102131,Presence
Honda,Carnival,2010,27086,8493,24055,49279,8337,25148,Presence
Maruti,NaAbsence,2020,14159,10129,57473,122055,132486,86600,Absence
Maruti,Creta,2022,86000,9576,130647,105882,61618,92831,Presence
Ford,Carnival,2017,3000,11207,20063,46101,21009,18301,Presence
Tata,Amaze,2020,15722,12435,60519,19761,12996,12331,Presence
Tata,EtiosLiva,2021,3000,12629,32836,11800,29304,16395,Presence
MG,Hexa,2021,44896,10243,22720,26927,19127,35144,Absence
MarutiSuzuki,EtiosLiva,2022,9579,13214,19130,51021,16314,40883,Presence
Honda,Amaze,2016,161487,151000,133015,169984,142092,131065,Presence
Kia,Amaze,2014,201747,151000,153000,149783,142093,77904,Presence
MarutiSuzuki,Creta,2017,26990,13503,24711,89524,92275,100839,Presence
Hyundai,Creta,2023,39909,9634,18009,30757,25907,88128,Presence
Honda,Aspire,2018,11578,12803,37541,50685,18428,40540,Presence
Renault,Polo,2020,25974,9036,58562,88566,21522,12976,Presence
Maruti,Gloster,2020,12790,11076,22775,42735,22130,94926,Presence
Mahindra,Xcent,2021,36213,7886,22673,46772,13257,23394,Absence
Honda,3Series,2023,24386,8540,62404,57205,26011,36268,Presence
MarutiSuzuki,Sentra,2020,16666,9839,65509,37192,22138,30169,Presence
Mahindra,i20Active,2020,34996,12482,23437,47610,27045,29120,Absence
Toyota,Magnite,2020,29311,10784,50318,52302,23658,20197,Absence
Nissan,EcoSport,2021,330218,144376,51266,115713,161899,67820,Presence
MarutiSuzuki,Carnival,2012,218759,151000,153000,131710,159039,111884,Presence
Nissan,i20Active,2020,31289,13716,31051,29388,32882,23850,Presence
Mahindra,EtiosLiva,2021,15215,12783,19767,34185,20875,13478,Absence
Toyota,NaAbsence,2023,29707,100067,49400,104805,86117,70033,Presence
Maruti,Polo,2011,23993,9516,22944,52307,26792,12474,Presence
MG,Carnival,2016,236059,151000,45507,147166,189669,66948,Presence
Hyundai,Carnival,2011,30099,9951,72502,120338,31084,83527,Presence
Mahindra,NaAbsence,2020,9437,12429,35075,68474,18554,71540,Presence
Tata,Amaze,2023,226547,75869,89992,101332,152746,104028,Presence
Hyundai,Fiesta,2018,31397,6428,68404,154451,20931,102279,Absence
Mahindra,NaAbsence,2020,24024,23412,33127,30901,18633,46352,Presence
Toyota,NaAbsence,2016,94086,151000,135665,107154,161871,106628,Presence
Maruti,Compass,2023,44527,5168,28568,24425,35708,10000,Absence
Hyundai,Creta,2011,38784,10219,22349,25922,26874,45547,Presence
Maruti,Carnival,2019,3000,13806,21123,50567,23689,22394,Presence
Honda,Creta,2016,37227,14222,29224,55132,163254,48776,Presence
Volkswagen,Carnival,2018,40779,8801,28514,46403,20994,43441,Absence
Maruti,Carnival,2021,26840,11792,25198,45031,48476,104607,Absence
Hyundai,Carnival,2012,32456,10441,117638,18711,16519,70791,Absence
Skoda,Creta,2020,10696,11153,136177,131897,178448,128396,Absence
Mahindra,Carnival,2021,37261,8985,26867,39479,19667,14404,Absence
Hyundai,i20Active,2011,37020,27138,20222,22406,27682,36306,Absence
Honda,Carnival,2013,19621,10413,18716,54191,33245,29783,Presence
Maruti,i20Active,2019,20993,30990,25569,29760,28326,23999,Absence
Mahindra,Harrier,2023,30315,10956,45646,46376,21865,27183,Absence
MarutiSuzuki,i20Active,2018,23852,7706,54921,39077,28248,17917,Absence
Mahindra,Amaze,2023,84801,151000,145206,94223,100082,81318,Presence
Skoda,Creta,2014,210494,105002,120071,135074,159484,231751,Presence
Bentley,Swift,2015,146261,21073,72111,73231,60226,77515,Presence
Skoda,NaAbsence,2017,26802,9974,71647,15928,28663,17690,Absence
Mahindra,Carnival,2018,22023,9983,19217,39827,20393,17326,Presence
Ferrari,Carnival,2021,23136,9954,13669,41696,20669,23342,Presence
Maruti,Carnival,2011,3000,11368,19058,127856,132667,31264,Presence
Honda,EtiosLiva,2020,4230,10773,28097,55471,22447,41567,Presence
Tata,Carnival,2021,23906,11986,32813,29253,24679,28791,Absence
Honda,EtiosLiva,2020,5548,11896,39038,53179,32094,45462,Presence
Maruti,Terrano,2022,148125,151000,74051,107279,167755,116416,Presence
Honda,Polo,2019,12663,13102,34885,40255,34007,30684,Presence
Toyota,Amaze,2023,282206,92700,54396,188906,164474,65338,Presence
Tata,Creta,2021,171197,11459,89349,156818,163235,106026,Presence
Hyundai,i20Active,2019,10561,30244,32266,46888,26136,12676,Absence
Maruti,NaAbsence,2011,8800,9893,20112,95126,70420,37491,Absence
Maruti,i20Active,2019,48154,12369,28415,47630,41062,15558,Presence
Tata,EtiosLiva,2019,3000,12007,32201,25621,30756,13928,Presence
Maruti,NaAbsence,2011,22475,88278,137926,91958,30863,129179,Presence
Maruti,Sonnet,2019,13570,13279,33404,28513,25930,34179,Presence
Maruti,WagonR,2015,5499,9952,88548,62348,38481,40203,Presence
Volkswagen,InAbsenceva,2023,35478,22595,37992,23008,58631,14591,Absence
Maruti,EcoSport,2016,40853,10437,9095,34901,18458,88255,Presence
MarutiSuzuki,Golf,2013,24026,9615,26138,46634,25443,14901,Presence
BMW,Amaze,2023,58537,111091,125240,147126,136171,87003,Presence
Maruti,Compass,2015,22852,11010,19909,26103,28487,16147,Presence
Honda,Venue,2023,290676,107354,151387,117408,160446,82192,Presence
Hyundai,Compass,2020,35870,11491,24901,53010,25054,28472,Absence
Maruti,Polo,2010,25470,10037,35994,55703,23430,30274,Presence
Tata,Carnival,2019,22751,11805,64498,79823,159318,54123,Absence
Mahindra,Sonnet,2017,142491,10298,143014,99517,26952,74804,Presence
Hyundai,i20Active,2021,19802,9094,23073,91144,25225,15878,Absence
Mahindra,A4,2019,40312,12014,16602,95851,30985,71818,Presence
Tata,Carnival,2019,35669,8950,30396,70935,28669,24770,Presence
MarutiSuzuki,Carnival,2021,24056,8900,28224,20550,18614,47600,Absence
Mahindra,Creta,2015,25444,10766,53118,54030,12192,32804,Presence
Honda,NaAbsence,2013,29178,135739,56460,79672,30865,45116,Presence
Jaguar,NaAbsence,2021,26842,10569,35351,54615,13582,24622,Absence
Maruti,EtiosLiva,2019,6931,11799,32205,20762,29217,11867,Presence
Toyota,EtiosLiva,2021,14299,29586,19733,29551,28762,22903,Presence
Hyundai,i20Active,2020,34631,12103,27158,55621,28346,14961,Presence
Hyundai,Creta,2020,37172,8946,19752,24611,11049,18059,Presence
Ferrari,Carnival,2014,3000,95234,45186,44259,69088,39894,Presence
Kia,Carnival,2017,41890,10098,77644,93155,19513,108932,Presence
Maruti,Creta,2023,186195,151000,137327,193103,174557,98089,Absence
Honda,Sonnet,2023,16656,13919,33232,39322,74404,30668,Presence
Kia,Sonnet,2014,30304,9548,72214,47648,22387,22315,Presence
Maruti,Creta,2013,22468,8747,50031,142579,119666,92804,Presence
Maruti,EtiosLiva,2019,12203,10627,14341,27390,19672,29815,Absence
Ford,Creta,2022,10718,11428,46593,57993,22440,22635,Presence
Hyundai,City,2019,27144,11325,26949,15733,18970,42189,Absence
Tesla,Carnival,2021,22800,12160,19129,23860,20649,13631,Presence
Toyota,Carnival,2020,40940,19657,19672,131704,48336,44951,Absence
Volkswagen,i20Active,2020,15148,12800,32815,40810,21536,39186,Presence
Maruti,Carnival,2019,22397,27861,20513,159331,28596,23401,Absence
Hyundai,Hexa,2021,47775,10152,23775,82406,20612,33314,Absence
Maruti,Harrier,2019,30764,10108,40904,44194,44241,129526,Absence
Honda,NaAbsence,2020,67233,10542,146583,99990,46854,61768,Absence
MG,KUV100NXT,2011,20724,11669,16118,80701,13521,20623,Presence
Maruti,i20Active,2020,3000,10305,31066,19838,16907,24255,Absence
Honda,NaAbsence,2023,117192,151000,136155,116453,178771,132489,Presence
Mahindra,Amaze,2023,246607,151000,153000,159915,144205,91135,Absence
Tata,Fiesta,2021,30789,13280,35229,37337,29096,10000,Presence
Maruti,NaAbsence,2023,49208,9063,102841,79431,162812,27022,Absence
Maruti,Carnival,2020,9383,11989,30488,54638,17895,25755,Presence
Maruti,Venue,2013,8785,7501,78524,184552,169555,28615,Presence
Mahindra,EtiosLiva,2013,3000,24548,29774,49087,25267,33221,Absence
Skoda,Golf,2022,20691,25017,26471,37847,19164,10784,Presence
Maruti,NaAbsence,2021,11564,11092,37287,74399,18044,21202,Presence
Mahindra,i20Active,2021,23205,7885,25968,95458,16891,21291,Presence
Honda,Creta,2018,3000,10038,25958,54247,25985,34207,Presence
Renault,Amaze,2017,15727,17462,27474,51453,22904,98317,Presence
Hyundai,Harrier,2019,47841,66307,30691,98255,128281,298150,Absence
Renault,Carnival,2023,116351,71846,122556,157645,96821,90454,Presence
Maruti,Hexa,2017,54317,21640,14877,28165,25318,26203,Absence
,Swift,2022,30633,9979,20940,49938,31577,32414,Presence
Honda,Carnival,2020,8209,12281,144840,54093,178932,120716,Presence
,XUV300,2020,286231,104119,74924,87174,128265,111526,Absence
Renault,Amaze,2023,18888,7033,151617,132826,131830,122870,Presence
Mahindra,NaAbsence,2019,19797,24041,31336,28873,22632,25269,Absence
Ford,Amaze,2023,218594,146799,65175,35063,48532,117431,Presence
Audi,Venue,2023,11086,11114,50788,149384,149508,79510,Presence
Maruti,Golf,2020,3000,8408,30072,26230,14928,16976,Presence
Nissan,Gloster,2021,11215,9409,27529,47328,15634,35146,Presence
Hyundai,EtiosLiva,2019,3049,7997,40258,42247,22326,43090,Presence
MarutiSuzuki,XUV300,2020,154439,88638,44506,37926,212689,58510,Presence
Maruti,Polo,2012,34101,9793,58172,50547,27519,63911,Presence
MarutiSuzuki,Creta,2015,14696,9385,66194,108881,136178,122236,Presence
MarutiSuzuki,Amaze,2012,185036,151000,153000,156779,163894,110806,Presence
Mahindra,NaAbsence,2020,33669,9702,41947,99027,145333,121740,Absence
Skoda,WR-V,2019,13684,97769,137976,134767,144405,93081,Absence
Hyundai,Creta,2023,205066,10005,84111,98587,84292,107537,Absence
Hyundai,Creta,2013,250641,103609,132218,127334,137704,86976,Presence
Nissan,i20Active,2019,29963,10622,27723,19530,24069,24260,Absence
Toyota,Amaze,2012,160943,151000,134840,137909,151980,100048,Presence
Ford,Carnival,2023,38916,12643,27290,167119,61378,23960,Presence
Tata,Harrier,2023,8592,23438,30752,97316,18417,97514,Presence
Maruti,Carnival,2023,130650,11055,78822,26732,115309,78848,Absence
,InAbsenceva,2023,8298,9763,35435,89168,23353,55302,Absence
Hyundai,i20Active,2022,3000,14293,32755,27183,19312,10639,Absence
MarutiSuzuki,Triber,2023,15669,8691,66971,103049,173210,106143,Presence
Volkswagen,Carnival,2019,21650,23042,40981,176273,139403,66909,Presence
Toyota,Polo,2012,34778,10525,17735,26032,31974,10000,Presence
Maruti,WR-V,2012,3000,8968,20565,170919,23081,10769,Presence
MarutiSuzuki,Golf,2020,3000,12279,59718,49427,20259,49625,Absence
Mahindra,Amaze,2020,46573,8001,19487,75435,26908,25485,Absence
Toyota,NaAbsence,2011,10846,11729,18485,24683,21491,41900,Presence
Honda,Polo,2021,3000,8261,24487,82603,28511,34441,Presence
Hyundai,i20Active,2022,4134,10623,24303,55790,11434,17790,Presence
Maruti,EtiosLiva,2015,3611,12363,23512,22377,24677,10000,Presence
Mahindra,InAbsenceva,2017,46176,11115,31134,43715,31030,31202,Presence
Maruti,Ciaz,2019,23630,4903,23768,48079,24401,39108,Presence
Maruti,Creta,2020,26946,12423,20242,25027,26982,29918,Presence
